"member_type","name","acronym","rest_of_name","policy_area","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","category","countries_areas_represented","membership_status","representatives","subgroup_status","m_name"
"Organisation","Arts Council Norway",,,,"Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=315","Third Country","Norway","Member",,,
"Organisation","Culture Contact Point, Ministry of Culture",,,"Culture","Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23864","EU agency","The former Yugoslav Republic of Macedonia","Member",,,
"Organisation","Culture Contact Point, Ministry of Culture and Tourism",,,"Culture","Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23841","EU agency","Turkey","Member",,,
"Organisation","Culture Contact Point , Ministry of Culture, Sports and Media",,,"Culture","Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23826","EU agency","Montenegro","Member",,,
"Organisation","Ministry of Culture",,,,"Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=306","Candidate country","Iceland","Member",,,
"Organisation","Ministry of Culture",,,,"Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=22384","Third Country","Serbia","Member",,,
"Organisation","Ministry of Culture",,,,"Points de contacts dans le domaine culturel",,"X00241","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=241","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=303","Candidate country","Croatia","Member",,,
"Organisation","Agencija za mobilnost i programe Europske unije / Agency for Mobility and EU Programmes",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=24046","Candidate country","Croatia","Member",,,
"Organisation","aha - Tipps & Infos für junge Leute",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36134","Third Country","Liechtenstein","Member",,,
"Organisation","Barne-, ungdoms- og familiedirektoratet (BUFDIR)","BUFDIR","Barne-, ungdoms- og familiedirektoratet","Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36133","Third Country","Norway","Member",,,
"Organisation","Ch Stiftung für eidgenössische Zusammenarbeit",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36132","Third Country","Switzerland","Member",,,
"Organisation","Icelandic Youth Association (Ungmennafélag Islands, UMFI)",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36135","Third Country","Iceland","Member",,,
"Organisation","National Agency for European Educational Programmes and Mobility",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=24049","Candidate country","The former Yugoslav Republic of Macedonia","Member",,,
"Organisation","The Centre for EU Education and Youth Programmes",,,"Culture
Jeunesse","Préparation, valorisation et évaluation des programmes pour la jeunesse",,"E00249","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=249","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=5431","Candidate country","Turkey","Member",,,
"Organisation","Agencija za mobilnost i programe Europske unije /  Agency for Mobility and EU Programmes",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23602","Candidate country","Croatia","Member",,,
"Organisation","aha - Tipps & Infos für junge Leute",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36130","Third Country","Liechtenstein","Member",,,
"Organisation","Barne-, ungdoms- og familiedirektoratet (BUFDIR)","BUFDIR","Barne-, ungdoms- og familiedirektoratet","Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36129","Third Country","Norway","Member",,,
"Organisation","Ch Stiftung für eidgenössische Zusammenarbeit",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36128","Third Country","Switzerland","Member",,,
"Organisation","Icelandic Youth Association (Ungmennafélag Islands, UMFI)",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=36131","Third Country","Iceland","Member",,,
"Organisation","National Agency  for European Educational Programmes  and Mobility",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23613","Candidate country","The former Yugoslav Republic of Macedonia","Member",,,
"Organisation","The Centre for EU Education and Youth Programmes",,,"Culture
Jeunesse","Agences du programme 'Jeunesse en Action'",,"E00251","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=251","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23610","Candidate country","Turkey","Member",,,
"Organisation","BUSINESSEUROPE","BUSINESSEUROPE",,"Industry","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13020","International organization","European","Member","STOCKER, MARC
Belgium
male
SONNTAG, ERIK
Germany
male",,
"Organisation","CEEP (European Centre of Enterprises with Public Participation & of Enterprises of General Economic Interest)","CEEP","European Centre of Enterprises with Public Participation & of Enterprises of General Economic Interest","Public affairs","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13021","International organization","European","Member","KITZMANTEL, EDITH
Austria
female",,
"Organisation","CFDT","CFDT",,"Labour interests","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13022","International organization","European","Member","MERMET, EMMANUEL
France
male",,
"Organisation","ETUC -ETUI-REHS",,,"Labour interests","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13024","International organization","European","Member","WATT, ANDREW
United Kingdom
male",,
"Organisation","ETUC (European Trade Union Confederation)","ETUC","European Trade Union Confederation","Labour interests","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13023","International organization","European","Member","JANSSEN, RONALD
Belgium
male
HOFFMANN, REINER
Belgium
male
LAMAS, RAFAEL
Belgium
male",,
"Organisation","ETUC-GERMAN CONFEDERATION OF TRADE UNIONS",,,"Labour interests","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13025","International organization","Germany","Member","BOTSCH, ANDREAS
Germany
male",,
"Organisation","Poste Italiane - CEEP","CEEP","Poste Italiane","Public affairs","Macroeconomic Dialogue at technical level",,"X00260","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=260","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=13026","International organization","Italy","Member","GORI, STEFANO
Italy
male",,
