"member_type","name","nationality","gender","professional_title","professional_profile","group_name","subgroup_name","group_code","group_status","group_status_note","group_uri","uri","membership_status","interest_represented","subgroup_status"
"Individual expert appointed in his/her personal capacity","Unni STEINSMO","Norway","female","President, Chief Executive Officer SINTEF","Science","European Research Area Board",,"E02159","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2159","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11648","Member",,
"Individual expert appointed in his/her personal capacity","Zanetta OZOLINA","Latvia","female","Professor, University of Latvia","Academia","European Research Area Board",,"E02159","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2159","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11649","Member",,
"Individual expert appointed in his/her personal capacity","Albu Lucian Liviu","Romania","male",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23878","Member",,
"Individual expert appointed in his/her personal capacity","Androsik Ana","The former Yugoslav Republic of Macedonia","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23854","Member",,
"Individual expert appointed in his/her personal capacity","Barry Ursula","Ireland","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23863","Member",,
"Individual expert appointed in his/her personal capacity","Beleva Iskra","Bulgaria","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23844","Member",,
"Individual expert appointed in his/her personal capacity","Bettio Francesca","Italy","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23822","Member",,
"Individual expert appointed in his/her personal capacity","Braziene Ruta","Lithuania","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23869","Member",,
"Individual expert appointed in his/her personal capacity","Camilleri-Cassar Frances","Malta","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23871","Member",,
"Individual expert appointed in his/her personal capacity","Ellina Chrystalla","Cyprus","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23847","Member",,
"Individual expert appointed in his/her personal capacity","Ellingsaeter Anne Lise","Norway","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23873","Member",,
"Individual expert appointed in his/her personal capacity","Fagan Colette","United Kingdom","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23828","Member",,
"Individual expert appointed in his/her personal capacity","Ferreira Virgínia","Portugal","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23877","Member",,
"Individual expert appointed in his/her personal capacity","Frey Maria","Hungary","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23860","Member",,
"Individual expert appointed in his/her personal capacity","Gonzalez Gago Elvira","Spain","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23882","Member",,
"Individual expert appointed in his/her personal capacity","Johannesson Sigurdur","Iceland","male",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23862","Member",,
"Individual expert appointed in his/her personal capacity","Kanjuo-Mrcela  Aleksandra","Slovenia","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23881","Member",,
"Individual expert appointed in his/her personal capacity","Karamessini Maria","Greece","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23859","Member",,
"Individual expert appointed in his/her personal capacity","Krizkova Alena","Czech Republic","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23849","Member",,
"Individual expert appointed in his/her personal capacity","Leetmaa Reelika","Estonia","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23851","Member",,
"Individual expert appointed in his/her personal capacity","Maier Friederike","Germany","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23857","Member",,
"Individual expert appointed in his/her personal capacity","MairhuberIngrid","Austria","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23842","Member",,
"Individual expert appointed in his/her personal capacity","Meulders Danièle","Belgium","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23843","Member",,
"Individual expert appointed in his/her personal capacity","Mrnjava Zelijko","Croatia","male",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23846","Member",,
"Individual expert appointed in his/her personal capacity","Nyberg Anita","Sweden","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23885","Member",,
"Individual expert appointed in his/her personal capacity","Ozar Semsa","Turkey","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23887","Member",,
"Individual expert appointed in his/her personal capacity","Papouschek Ulrike","Liechtenstein","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23868","Member",,
"Individual expert appointed in his/her personal capacity","Piscova Magdalena","Slovakia","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23880","Member",,
"Individual expert appointed in his/her personal capacity","Plantenga Janneke","Netherlands","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23823","Member",,
"Individual expert appointed in his/her personal capacity","Plasman Robert","Luxembourg","male",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23870","Member",,
"Individual expert appointed in his/her personal capacity","Plomien Ania","Poland","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23875","Member",,
"Individual expert appointed in his/her personal capacity","Rastrigina Olga","Latvia","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23866","Member",,
"Individual expert appointed in his/her personal capacity","Remery Chantal","Netherlands","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23840","Member",,
"Individual expert appointed in his/her personal capacity","Silvera Rachel","France","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23855","Member",,
"Individual expert appointed in his/her personal capacity","Simonazzi Annamaria","Italy","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23825","Member",,
"Individual expert appointed in his/her personal capacity","Sjørup Karen","Denmark","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23850","Member",,
"Individual expert appointed in his/her personal capacity","Smith Mark J.","France","male",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23837","Member",,
"Individual expert appointed in his/her personal capacity","Sutela Hanna","Finland","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23853","Member",,
"Individual expert appointed in his/her personal capacity","Teloni Diego","Italy","male",,"Research","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23819","Member",,
"Individual expert appointed in his/her personal capacity","Verashchagina Alina","Italy","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23832","Member",,
"Individual expert appointed in his/her personal capacity","Villa Paola","Italy","female",,"Academia","Network of experts in employment and gender equality issues ",,"E02161","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2161","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=23834","Member",,
"Individual expert appointed in his/her personal capacity","Alena ZAVAZANOVA","Slovakia","female",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33724","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Andezej CHOLERZYNSKI","Poland","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33708","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Andrejs DREIMANIS","Latvia","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33726","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Andrejs SALMINS","Latvia","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33725","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Ann-Christin HÄGG","Sweden","female",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11652","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Balazs MOLNAR","Hungary","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33704","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Christian KATZLBERGER","Austria","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11654","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Christian KÜPPERS","Germany","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11655","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Christian VANDECASTEELE","Belgium","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11656","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Constantinos HOURDAKIS","Greece","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33712","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Corrado KROPP","Italy","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33713","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Dusan VIKTORY","Slovakia","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33722","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Gábor BUDAY","Hungary","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11657","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Grazyna ZAKRZEWSKA TRZNADEL","Poland","female",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11662","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Hartmut KLONK","Germany","male","Dr.",,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11659","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Ira STEFANOVA","Bulgaria","female",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11660","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Ivo TRIPPUTI","Italy","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11661","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Jane SIMMONDS","United Kingdom","female",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33721","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Jeroen WELBERGEN","Netherlands","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11663","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Joe McHUGH","United Kingdom","male","Dr.",,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11664","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Josef ZECHNER","Austria","male","Dr.",,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11668","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","José Ignacio SERRANO RENEDO","Spain","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11666","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","José Joaquim GONÇALVES MARQUES","Portugal","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11667","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Konstantinos POTIRIADIS","Greece","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33720","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Lauri PÖLLÄNEN","Finland","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11669","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Luis Leon VINTRO","Ireland","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33723","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Maksimilian PECNIK","Slovenia","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11670","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Merle LUST","Estonia","female",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11671","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Mette OHLENSCHLAEGER","Denmark","female","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33719","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Michel CHARTIER","France","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11672","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Oana VELICU","Romania","female","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33702","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Olli VILKAMO","Finland","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11673","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Panicos DEMETRIADES","Cyprus","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33709","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Patrick MAJERUS","Luxembourg","male",,,"EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=11674","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Paul McGINNITY","Ireland","male","Dr","nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33715","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Peter HOFVANDER","Sweden","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33711","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
"Individual expert appointed in his/her personal capacity","Peter LIETAVA","Czech Republic","male",,"nuclear","EURATOM Article 37 Group of Experts",,"X02162","Active","Group which operates on a permanent basis","http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2162","http://ec.europa.eu/transparency/regexpert/detailMember.cfm?memberID=33714","Member",,"Working Party on the Revision of the Commission Recommendation 2010/635/EURATOM
Not a member"
